,Bios
512,intellectu smart ass delinqu who get thing done seek most fearless partner to engag in messi romant go round of co destruct reconstruct adventur to rememb be littl snarki here person pigeonhol entp on the myer brigg ile in socion 7w6 on the enneagram all those letter and number hair is back to normal but was blue black hair for the first time coupl month ago the strong reaction got even the negat one made it worthwhil who knew? go back to blue hair for sure by day do softwar for small compani that make thing that the cabl compani use to put all those channel on wire befor that trip in and out of the corpor world enjoy drive fast and jump out of perfect good airplan have never jump out of perfect good car but if did open the door all that way aim for dirt and duck into roll then as dust myself off put on my shade watch as the car careen off cliff and explod into firebal it would be just like that except dramat for tv am snap crackl and pop
517,not fan of this part of profil becaus have yet to find an accur way succinct summar myself in way that anywher close to reflect the analog go to go with in earli 2012 is rubik cube depend on what choos to reveal or what someon want to discov they can see side side side or mayb even or 12 side all at onc major kudo if you re abl to tell me how you see or especi 12 side becaus you could be my kinda thinker am complet comfort in all 12 side of my own skin and come to peac with the univers that is more than most peopl want to explor blend fit in multipl crowd that seem have no common for the curious and eclect convers with me could veri well turn into trip through rabbit hole as you tri to piec togeth seem dispar part of what you might find what else? read here and or as an intp entp those pretti much cover how react to and see the world find myself flit between my various interest hobbi and often wish had multipl clone so that could indulg in all of them to satisfactori level can also have an intern polylogu yeah just made that up with myself as we wrangl over which side of me get temporari prioriti to do what it want to do write 10% of what ll say in person say 10% of what think and constant wonder if those 10% are too much not sure that this is the best medium to market myself but like quizz and have opinion and this site has some of the more interest question and peopl if you like to just chat about the natur of the site serious what up with the match %s? feel free to do so an opinion person and love to hear other peopl thought
524,was born and rais in san francisco hard work fun spirit guy look for smart classi girl who can let loos enjoy great food and great wine!!! enjoy be out and about but noth beat nice night in love to laugh and make other peopl laugh work hard but enjoy my time off to the fullest am look for someon who is driven and like have fun love watch and play sport play rugbi in colleg and current play for men rugbi club so be activ is big part of my life like to work out few time week to better myself and becaus enjoy it am also huge niner and giant fan and you cant beat great tailgat would like to find someon who would not mind the occasion weekend with boy to go check out the final four or some big game like that guess want to meet someon who enjoy sport or at least is will to watch them look for someon that compliment my style and vice versa im in the peopl busi so am veri outgo if you love good convers and are comfort in ani social set as am send me wink oh yeah if good music can make your day im sure we can get along!!
531,secur with myself and happi but life would be better with someon to share it with! would describ myself as laid back person who love to laugh and have good time love spontan road trip read good book mint chocol chip ice cream and laugh until my stomach hurt so my ideal man who onli has eye for me and can be silli would be great match no pressure! my famili and friend are import to me and cherish the time get to spend with them as far as my valu go say that spiritu and enjoy spend time at church excit to meet new peopl and go new place someday soon hope to get my motorcycl licens when do take road trip to celebr so let just relax becom friend get to know each other and take it from there if you like to get to know me send me messag
533,not realli sure whi am on here but what the fuck ve been describ as super nova unfilt and do what want live fast and hope not to die young ve love live and learn lot in my life have daughter so lead complet differ live betti crocker on the weekend parti and parti hard my career is veri import to me and so is my daughter they come first feel like final grasp life by the ball and final found balanc in my sometim chaotic world look for someon veri honest funni intellig confid has his shit togeth world artist kind sweet and most import someon who isn complet emot wall off ador nice guy they alway win in my book my relationship need have grown as ve grown who decid to spend my sunday day with is lot more meaning then who spend my saturday night with it should probabl be note that don date asian guy remind me of my brother sorri
535,as was not prepar for so much essay be more of list person here my first comment welcom have bifurc life now digit media video graphic then sea kayak backpack climb all of which teach too all of it requir vitamin more about live life than watch it on tv still have too mani calf must see place on my list love have partner in crime for that sort of stuff sea kayak yoga backpack plus camp motorcycl bragg soy dr bronner irish spring rock climb fall red wine white hot spring daili show ocean documentari hollywood mac microsoft ggg hike coffe over tea desert but still mountain see what thing cloud look like make meal and so much share meal thumb over toe halloween galleri art bacon tofu hammock
551,ll tri to keep this short but no guarante alway up for new adventur love to spend time in the kitchen tri new recip find cook veri fun and pretti good so watch out! firm believ that no plan the best plan and just go with the flow so you can enjoy life don know that one can realli shop for perfect match think it has to happen natur call me old fashion howev it would be nice to meet someon to hang out with go out with do fun thing with and see where it may go so pressur off veri outgo guy that alway up for new adventur work year as season firefight for the state and the fed now full time firefight for citi depart in the bay area which is awesom am independ man that veri driven and ambiti love go to concert show hike backpack camp fish work out and the list never end if you are nice down to earth outdoorsi woman who can make me laugh send me messag it that simpl enough detail say
552,tend to be veri focus some of the time when first meet am veri passion about great deal of thing and will talk about them for day tri to take time to make communiti of creativ type but center on build connect this is my second account on this site as saw signific chang in my outlook on life relish in the fact that can take opportun to rediscov myself the main reason have come to like this site is the possibl or potenti to connect with someon unless you live in the bay area or are plan to have littl time to develop or devot to someon have no chanc of see face to face unless they give some compel reason that would includ but not limit thing that pertain to what is on my profil here will quiz you on what is contain here believ in connect it is more import than anyth and have passion about it am extrem serious about this if you want to ask me about this be prepar for long respons have boundari and abid by them the next thing that is veri import is that ignor peopl who do not have match percentag at all and tri to use this site for ad to their other web page take some time to fill out few of the question and profil thank am intens posit and artist
555,intens creativ guy look to date have usual been in long term relationship and will again till then am happi with all kind of entertain from romanc to casual sex am tender funni and romant think get japanes noodl and then see film at the kabuki is one form of heaven there are other nurtur kind of guy am alway cook for my friend and general interest in food from arpeg in pari to uighur muslim chines restaur discov out in the avenu here in san francisco am writer and that take me on lot of wonder trip am 10 and 200 so stocki with big chest and shoulder white hair on chest some on shoulder and back sort of your classic daddi bear though not so heavi hiv sane and relax kiss is import and have insan sensit nippl was carpent and hous painter for some year potter too then becam an art administr and then teacher meanwhil was write look for slim to averag build muscl are fine or none say 25 to 50 with lot of wiggl room and head with someth in it someon with cultur interest would be great one thing about this site is that there is no place it seem for age prefer so hope my demograph can find me! am creativ kind and funni
561,first pleas note have strong belief when it come to social justic especi deal with race and ethnic also have problem with the gay communiti and it tendenc to ignor minor communiti and defin itself in term of the white privileg popul if you re conserv and or do not see problem with the homogen that take place in the gay communiti pleas know we probabl would not get along too well tnx bye don know whi on here just anoth thing to distract me from do work suppos it fun to chat with peopl and go out with new group everi now and then look to make new friend in need of few gay guy friend to chill with what else? like the color green and like to wait until the last minut to do work like cannot get motiv at all unless know someth is due in hour life more excit that way like to travel need to do more of it but the whole $$$ thing yeah like to talk about religion spiritu find it extrem interest and am not afraid to challeng what you have to say same goe for sexual object and race think took class call that one time lol realli love anthropolog lot and soy milk *also if anyth serious come out of this and we becom offici if the flirt play stop the relationship will stop cannot tell you how mani time after becom offici with someon they just don tri doe not work that way me sorri this text result was pretti accur sigh the dream boi you are the boy of mani gay guy dreams! why? perhap it is that you are au natur when it come to be gay it may have been natur or nurtur but one thing is for sure you are who you are and share no similar to the prissi queen and closet jock of the gay cultur you realiz that your sexual orient is simpli factor in the complex of your lifestyl queen are amus to you closet jock disgust you bravo! you are truli rare find mandam un mensaj algo onli bite sometim ciao ciao am peanut m&m mexican blanket and quit love
566,am singl divor know yrs have kid that love the most for sure look for someon that like to have fun and enjoy the outdoor and cuddl as well hi well am singl divorc have two great kid life is precious gift which requir complet unwrap to be fulli experienc and ultim enjoy and if lucki understood howev understand life is not my goal it was for short while in my late teen and earli twenti but fulli relish and celebr it is alway work in progress do like the activ life and tri to get out as much as possibl like shoot hoop ride both my bike and walk have start take to do more bike ride with my daughter lot of fun for sure but have time for my person live as well music music was and think still is my number one passion noth els realli touch poke caress prod or kiss my heart like music like all kind just depend in my mood where person might feel color or hear touch that what music doe to me dont just hear music feel it am bit of workahol actual love what do and the peopl work with are great so do it about that simpl ill tell you what it is when we meet up peopl use to think was not peopl person but ala was wrong am peopl person that not to say like crowd but do like hang with friend and meet new peopl alcohol like both red and white wine and have been rediscov rose mix drink as well what wine drink is determin by food friend flora my favorit type beer would be the russian river sour beer
570,self summary? alright here it goes! was born and rais in the bay area love the area so much cultur beauti and well it is home! have play sport throughout my entir life was the wall in youth soccer was captain of the high school and colleg footbal team threw shot put and discus and wrestl footbal gave me an educ and help me see some of the have play in north carolina and nebraska and have some of the best friend of my life from it! am the type of person that stare advers in the face and tell it to take hike! you have to fight for what you want! major in histori with minor in polit scienc in undergrad with the intent of be high school histori teacher but life happen and decid to go to law school and just graduated! best decis have made love law and with ani luck will pass the bar and be abl to practic veri soon! am the kind of guy that believ in do what is right even though what is right is not alway easy! like to read the news like to ponder the unponder enjoy the moment when you can sit in silenc and still communic through your facial express and bodi movement but love good convers good convers is hard to come by sometim thus cherish them when get them! love life like to take photo camp workout ice my knee after an activ day let me know am alive! watch sport if the name did not impli that then do not know what to tell you play sport cook be spontan but most of all be happy! there realli is lot more to say but as said prefer good conversation! messag me and we can talk!
585,am one who goe with the flow of the moment but am not afraid to stick up for myself tri to enjoy where am at ani one time enjoy and appreci my famili and friend am not in close proxim to my famili so my friend and their famili have all welcom me in like to be activ so attend concert sport event prefer live to tv just start play in an adult co ed kickbal team camp dine out wine tast movi long drive and group activ enjoy the down time too so nice dinner prepar togeth and glass of wine at home alon is veri special can equal be happi with bag of popcorn and good convers with the right person like to be surround by friend in good and bad time appreci their honesty! believ that you should be abl to laugh at yourself and love yourself to enjoy the life you have and if not tri to chang what you can accept what you cannot chang life isn fair but it still good would like to explor what the bay area has to offer and look for the right person to share with me
589,these thing seem strang to write about for yourself but here goe was rais in the citi that nicknam the armpit of california so live here is refresh to say the least ve been work at bay area non profit for few year and do lot of perform and contract report realli enjoy the work and am plan to go to busi school in the next few year and continu work in nonprofit manag social ventur capit asid from work find fair amount of time to hang out with friend and famili in the area love day trip board game hike tenni poker and good quot want to travel lot this year and argentina has been on my list for way too long when was younger use to refus to learn how to cook and now realiz what crazi mistak that was so everi now and then ll tri new recip and see how edibl it is
593,am still wild passion about life with lot of marvel stori about adventur live look forward to make more memori and find partner lover to share them am adventur passion and sensual fun and silli as well as soul and serious am big heart compassion intellectu eleg even keel creativ artist and some say multi talent am great natur lover and lover of all the art visual music and theatric am an experienc world travel with wish list of place to travel mile long love to cook and creat magic with laughter beauti and creativ love weav and tell stori from life experi that entertain am warm authent lover of life you are creativ and intellig comfort social play and financi stabl kind strong courag and warm come find me for friendship adventur and fun
606,am 58 year old marri and with kid 20 and 16 help take compani public and now am involv with some high tech compani and ventur capit firm as an advisor investor and board member this has been realli fun as long as stay pretti activ in the event shape the compani if not it get pretti bore quick and you learn no matter how close you work at one you often time do not know what is go on as much as you think have coupl fun one am work on now grew up in southern california go down there ever few month near the beach great place for kid have live in washington dc boston portland oregon am grow some fun stuff in my garden pumpkin pear appl peach lettuc pepper tomato bean eggplant strawberri raspberri cucumb basil and other stuff this year plant fewer thing but tri to make it more harvest am bit wacki entertain and fun
607,im passion and mellow enjoy communic creat and live in non fear base environ tend to get lot done strive to enjoy the stori of my life can cook fix stuff build stuff breath deepli appreci good input and tri to incorpor heal approach to my pursuit find more comfort in ancient modal to human exist incorpor yoga into much of how move float around in multidimension confluxion and enjoy flat out iron hilar know some amaz destin and welcom more input and partner in play crime of happi and such must have are be abl to travel togeth sing out loud like silli fool slip off into the wood or behind door to make out pretti much the fun of 18 year old with the wisdom of well more year enjoy qualiti peoplehonest open and not afraid to explor
612,life is good sometim it hard but it good overal and like to live as long as possibl which is whi the bulk of my attent is focus one way or anoth on extend human lifespan am creativ but veri analyt too love figur out the most direct and effici way to solv big problem not good with administr minutia nor am good with my hand but alway will to learn love discuss what motiv peopl their under psycholog and whi they do what they do also like discuss cool idea about the futur especi regard biotech and neurotech great film inspir me to enjoy life to laugh or to ponder what it mean to be human realli like to meet someon who feel that film can be transform have taught myself lot of differ subject rang from psycholog to esoterica histori fit and philosophi
614,ve been describ as attract authent intellig deep compassion sensit affection calm sensual intens adventur and spiritu passion about explor what is true and meaning in life connect deepli with other live conscious person growth and go to the gym have broad sens of humor laugh easili and don take myself too serious although consid myself veri respons and depend also have bit of wild streak enjoy step out of the box while love my work as profession my career doe not defin my life love the outdoor especi the beach and the redwood and enjoy particip in varieti of physic activ consid myself work in progress have my baggag and believ that one of the reason here is to work on let go of it through emot and spiritu growth spiritu is an import part of my life believ we are each uniqu express of god conscious univers energi whatev you want to call it and view spiritu as tap into this energi do so regular through medit be in natur listen to music and connect intim with other look for someon with depth one who know he on spiritu path and believ his journey will be even more fulfil with partner to share it with
623,singl girl seek boy who actual like to drive would rather stay home and watch movi then go out and parti valu educ and has career goal is patient and good listen disclaim don get worri about my user name swear am not suggest am at all like the femal lead from 500 day of summer howev have you seen the new girl? am definit more like zooey deschanel charact from that show anyway am smart but the dumbest stuff such as iphon app can keep me amus for hour am veri serious person but uncontrol laugh at all of the wrong moment am quiet but can rambl on for hour on certain subject am tri to figur out what want to do with my life want to make posit differ howev small am truli look for someon to share the good and the bad with
625,recent becam an offici resid of the bay area and love it origin from washington state so northern ca is still mysteri to me but enjoy the sun like to feel healthi and be in shape so join fanci gym that go to frequent tend to be an activ person love be outsid on nice day when have plan they usual involv one or more of my favorit thing comedi show sport event profession and amateur basebal is my favorit festiv communiti event beer fest counti fair farmer market street fair music relat festiv rodeo ani event with beer garden bar with live music sightse travel near and far! wine tast rec co ed softbal play first and second base develop my skill dure middl high school happi hour special sloshbal if you don know what this is you should ask me barn and nobel like to brows the magazin and humor book when have free lazi afternoon
636,feminin is the best way to describ me from my manner to my curv to my style of dress am more comfort in skirt then jean but do own pair or two onli wear sneaker when exercis my worst habit is my addict to lipstick but don panic my lipstick is organic! am posit kind social compassion woman and am love life am eclect and that is reflect in how think who am friend with my spiritu belief and the music listen to believ that we are here to learn to love and to laugh! life is school for soul and we are all student deriv great joy from mani thing in my life like help peopl becom awar of develop eco friend practic anoth thing that bring me joy is music music set my soul free write is someth discov in the last few year and am work on write book have mani mani deep care friendship and valu spend time with my friend and famili am look for man who is healthi in bodi mind and spirit gentleman gentl man who has the soul of an artist and the heart of poet and the spirit of sage he need to be love life and not look for happi to happen onc he meet woman and if am realli honest have to admit that how man dress can be turn on or turn off for me am not into croc or birkenstock especi when worn with sock think may have shoe fetish so man wear nice pair of shoe catch my eye well fit jean and shirt realli do it for me and man in nice suit oh baby! not must but am just say
637,pretti simple! down to earth can have fun almost anywher with the right compani must love dog as have 25lb lab skipperk that is here to stay love most thing outdoor huge gs warrior fan even though know they suck pretti girli but not at all snotti or uptight can be realli goofi and somewhat sarcast but know when enough is enough confid is import on both end not arrog as well as good heart! would love to settl down with someon consid my best friend! definit have the same like in life is great plus and the differ are an ad bonus of intrigu enjoy work out be outsid and road trips! have heart of gold and sometim have hard shell but can also wear my feel on my sleeve! speak of do have full sleev on my left arm and half sleev on the other so hope that wont scare anyon off they re in good tast and plan on nayb get some more work done in the futur so first date will know when we meet depend on the chemistri but whatev we do it will be where we can talk hang out and get to know each other don know whi peopl say go to the movi not much more awkward than sit in the dark with someon you don know right? lol
639,hey there! am nativ californian grew up in small agricultur town who love adventur in the bay area and beyond am happi with where am in life but it would be so much more fun if you were in it with me! don take myself too serious and life is way too short to sweat the small stuff but relationship with my friend and famili are extrem import to me am dedic famili member and friend with lot of love to give! am genuin sincer and truli care about other will alway ask about your day and will want to hear all about it think honesti is the best polici and communic is key do my best to live drama free life other than the occasion realiti tv show! explor is passion of mine ve been lucki to see place across the globe snorkel the great barrier reef and drive the coast of ireland are some of my favorit experi but local histori is passion of mine too so you will find me explor local museum or histor site and alway stop to read about place thing from the past am alway down to take the road less travel just to see where it goe oh am total local news and polit junki undergrad degre is in polit scienc onli like to talk about the same in friend way though 2012 is about be healthi get up crazi earli dure the week and go to boot camp it the hardest thing physic that ve ever done but there is someth exhilar about exercis outsid along the beach in the morn to start the day off right then can have fun after workmayb with you!
644,poster child for the american melt pot grandpar from countri on contin parent are the equival of matter and anti matter in everi way imagin except in that they re both realli good peopl grew up back east transplant here in 2000 tomboy who love power tool pretti cloth and intellig convers about near anyth spend my time and money on experi more than on thing weekend camp with friend is so much more attract to me than flat screen tv and 500 channel to numb my brain down to danc all night hit some east bay hike trail or talk about what masculinist movement would be like ve had some great experi in my life ve travel quit bit most solo and usual rural thailand india azerbaijan itali franc turkey ethiopia eritrea haiti someday ll make it south of the border! live for few year in mendocino counti on 36 foot schoolbus that convert into cozi cabin of sort it was amaz but don know that ever want home on wheel again! live as simpli as can ride my bike or walk most place enjoy soak in our solar heat hot tub most even and spend lot of time with my beauti soul friend lest be mistaken for hippi love all thing pork don smoke weed bath regular and there not stitch of tie dye in my closet dream of someday have sweet littl home in sweet littl urban neighborhood with sweet ginorm communiti garden and at least dozen most other peopl children run through my hous and yard on regular basi want modern urban villag and tightknit communiti and famili to share in it
654,my person am rather independ at the same time enjoy more than anyth to be surround with famili and friend who mean world to me when meet peopl am somewhat shi at first but onc the convers get go click with peopl easili am veri laid back and have good sens of humor which is good basi for convers starter it take me while to realli warm up but onc do becom loyal and care friend who has got your back what do for live do what love and love what do in financ field and am good with math love challeng project and sometim get carri away with work long hour that probabl whi end up on ok cupid in first place thing love do love explor and learn new thing as result travel lot some of the trip were complet spontan just pick destin and book flight think these experi enrich me as person and give me differ perspect at life import valu in life love sport use to be full time runner but now tri to take it easier on my joint by altern it with yoga find new venu galleri artist around the citi and will to explor can easili go watch ballet perform at perform art center one night and hang out with my friend at public work the night after cheer 5303187 ps it not my number and it doe not have an encrypt mean
662,perhap we could get to know one anoth bit more over glass of wine but for now here to serendipit onlin begin after finish great littl exist as pro classic dancer went to school on the east coast and am now work for tech compani in sv love mysteri and optim and good look man in suit like make peopl laugh and have well reason convers sometim get littl ridicul on the weekend but don worri noth too crazy! it would be realli great to meet an honest confid man with strong arm and few kind word up his sleev love to offer that in return and if we both mind our manner mayb someth charm could happen if this sound like you pleas inquire!
667,am recent displac from seattl and tri not to lament the fact that will have to be here for while so am look for return to form with an emphasi on fundament head up butt down bend the knee and get back on offens primarili look for creativ outlet with possibl benefit if mutual benefici ve been cook cabinet maker bike messeng welder rod buster and merchant seaman with all the tool implement stori skill and scar of the trade love my datsun 510 money pit as well as my 72 norton commando even if it is in piec in my garag current go to school for machin frantic learn ukulel have recent start to fulfil my life long dream of learn to sail by crew on hobi 33 am interest in meet anyon with similar interest or who have skill in spin turntabl steam bent plywood silk screen and anyth with bike particular frame build look for new suggest and perspect prefer one with person style
672,origin from southern california but have been live in san francisco for the past year think it safe to say that sf is my home and don forese myself move out of the citi ani time soon dure the work week in work mode dure the weekend am out and about with friend work out run errand and or enjoy citi activ street fair concert bay breaker live for short weekend trip taho not good at ski but tri my best big sur backpack max out day as long as someon carri the bear can good vega asian need say more also enjoy travel and experienc differ food cultur my favorit trip so far includ rio de janeiro beliz new zealand hong kong look for someon that has balanc lifestyl someon who is activ has sens of humor and enjoy travel look for person that can enjoy go out to pub club one night and anoth night be down with good ol home cook dinner and movi
681,you re probabl wonder what handsom devil like me is do in place like this with you right? can burp the necronomicon and play nude croquet at the same time artist cook pc whisper thinker illustr fake guitar god stand up understudi and frequent white poni rider in futurist dreams!! legend wha?? prefer listen rather than talk bbq run in meh blood austin tx nativ love hoppi adult beverag patienc is pleasur ve been cook and draw sinc pretti soon after could walk was rais mormon not now obvious love blood gut and gore in my entertain could these two have anyth to do with each other? ha! manner common respect is huge import with me lego rule especi if you bring them to the first date sonic youth chang my life tri to stay posit and surround myself with posit peopl androgyni turn me on bigtim it not about the part it about the person sex posit andro tran gq gf label fucker rock my world love ride my crazi 26 bmx style bike all around the bay area and am addict to make random stranger smile
692,type in my name on facebook and the onli one guess uniqu born and rais in the sf bay area and veri proud to be part of it tell joke constant and as horribl as they are get lot of sympathi laugh veri read as too comfort with myself laid back chill yet hyper aka adhd but still super silli and fun third time annoy the shit out of you with parenthesi in sentenc can come as weird in person much more than alreadi have in my profil realli just have fun which look awkward becaus most of societi has learn to be content with be miser guess skip that class do make lot of new friend though and have some kick ass stori travel all the time but tri to be back home on the weekend so around to go out with friend don spend lot of time alon like to be with group of peopl natur attent whore peopl open up to me veri easili and love to learn about them when tell stori lead onto vocal scrub jd day dream as call them go ahead and laugh in my face and ll get back on track no matter what ve done or how crazi yesterday was tri to get the most out of everyday peopl think have good memori but wouldn you if everi day was worth remembering?
702,love scallop potato and champagne! perfect afternoon for me is read on my boat listen to music and masturb had cat with an eat disord paski drown in the canal next to my boat last januari one of my pet peev is when pantylin stick to my pubic hair and am in public and cannot do anyth about it just kid no serious my pet peev is dive with bald stupid men that swim with dispos camera one time when was in french polynesia this guy who couldn control his balanc due to the heavi current ran into me and the turtl was film he apolog but was so piss that he ruin my shot so later on dure the dive pee ed on his head sweet revenge! if had to describ flaw would say tend to be late more often then would like to be but am actual get within 15min most of the time was realli dorki kid would live on nudist coloni if the peopl were not so weird in fact that is great idea perhap should start lesbian nudist environmentalist coloni in french polynesia like that idea! sound like paradis love to travel read alot of book don watch tv enjoy gourmet food love to danc swim in the ocean often even when it is cold from my facebook profil like scuba am spontan lush and singl
707,action speak louder than word for me in love in life in bed honesti matter cosmopolitan girl who like my tent as much as my high heel you will find me outsid almost everyday do someth activ bike hike garden play curious about new place new adventur and new path simpl in my materi need and complex in my thought weekend farmer market new local band the symphoni perfect bold glass of red wine suspens mysteri novel and the ocean at sunset all make me happi what you see is what you get so you should be the same not interest in peopl who state they are alway posit realiti is that life throw everyon curv ball don look or act like their profil are much older than their state age or not truli singl howev if your laughter is genuin your caress sexi and your spirit wild there potenti for us to escap togeth
736,is there more to you than just your look if so than like to tell you littl about myself brown eye and dark brown hair love hang out with my friend there noth wouldn do for real friend ve been know these guy sinc grade school and couldn ask for better one famili orient as well have realli huge famili and love spend time with them children of my own girl and boy and and love em to death make sure spend as much time with them as can im pretti versatil when it come to life can listen to some 2pac outcast cole then switch it up to some metallica rev theori aveng and then mayb when wanna relax ll turn on some kblx and listen to some slow jam may wear some jean and jordan one day and tomorrow im wear khaki and flat that just how roll for the most part kind of spontan im fun to hang around crack joke often at someon els expens can be bit sarcast at time ok lot of time im funni confid self motiv charm adventur and kind of challeng am self driven and motiv and accomplish my goal when set my mind and appli myself to them am veri open mind enjoy new thing and studi new cultur and learn custom have friend of all walk of life guess you could call me an intern man of mysteri oooooh listen to everi side of tale befor share my thought veri opinion though love to have fun and all have blast when they re with me so so im told my motto is laugh when you can it cheaper than medicin what am look for is someon who enjoy some of the same thing do not all but some someon attract yet witti someon who can arous and stimul my mind as well as my manli someon with person and sens of humor someon who is confid in themselv and know they are catch someon submiss but not weak not will to just jump into anyth so main good friend someon to hang out with and be ourselv no pressur or expect if can find someon who is just as beauti on the insid as well as the outsid someon abov averag and we can form chemistri togeth well then like to see how far we can take it whether or not find her here is what intend to find out wors case scenario mayb ll make some cool friend
742,just look to meet cool girl on the internet not tri to rush into anyth just want to hang out and have fun and meet peopl not as color as my hipster friend but that so can blend in with regular folk for research extrem thought philosoph logic person with broad educ to help me understand all aspect of human life ba psycholog with minor ant bio but appreci brain cation and enjoy simpl sensori experi and dumb humor valu neutral person who prefer to take in the beauti complex of the world unedit by valu judgement this make me sound realli serious but usual silli and smiley onc you get to know me have love for curious old object and tangibl media collect lot of cool old stuff main record $1 vhs tape mid centuri furnitur and lamp film camera and music instrument love thrift store and have lot of neat stuff as result ve got myself into realli cool career and just tri to enjoy life
745,happili return to northern california after an east coast jaunt to grad school with better appreci of both west coast air and the bay area bubbl some thing about me realli extrovert introvert optimist but skeptic alway run into someth and constant scrape bruis bleed the onli thing realli want is few more hour in the day to fit everyth in love someth about everyon not that good at sit still but work on it ve been rock climb for bit now and am pretti obsess have zero hand eye coordin hike when can now that near real mountain again but most day just lot and lot of citi walk still in the market for winter sportic climb maybe? other thing like public educ reproduct right coffe talk talk talk about all the fun stuff and laze in bed and do 17 thing at onc not realli look for particular type of relationship out of this just to meet some peopl might not otherwis meet except that this appear to be pretti small citi so mayb ll find you in real life anyway who knows! meet lot of peopl and find someth to enjoy about almost all of them but guess it fair to say that look for someon enjoy while wear my pajama and snack or while sweat my facepaint off or while scrambl up down mountain someon like at all the import time basic
748,grew up in the bay area but have been back and forth between the bay and la recent move to sf after want to live in metropolitan set for the longest time now that settl into my new job and my new home final readi to live the citi just look for somebodi who want to experi the citi and explor other part of the bay area with me have friend and famili throughout the area but it someth refresh to tri new thing with stranger and get to know each other in the process my close friend would say that care and generous and perhap too trust they would also add that have witti sens of humor and good fashion sens am depend and often empath with other love make those around me laugh and good at it notabl quot from friend about me like peanut m&m nut on the insid cathi good heart just good guy analyn look for somebodi to share experi with whether that be tri that new hole in the wall for ramen scream at giant home game rock out at the next radiohead concert or grab our dslrs for some shot around town and in the end just appreci each other compani
755,live in world of funploy do anyth and everyth that involv no stress fun and lot of alcohol the curat valu of funploy to me is that it keep me busi in my normal life in the outsid world seldom have anyth to do from morn til night and simpli wander about writer who rare write lone and at peac get through the day cun but onc in funploy the night and day are crowd with tini event and tini accomplish breakfast lunch and dinner with the rest of my hour spent subsistng in semi starv condit like man in lifeboat and when my stomach is empti my mind and soul are full and up and about do housework catch up on correspond outwit the bunni pick up after myself fight the shade with that one broken spring make plan for life make plan for death make dodg to avoid get job pri into the privat live of bartend and gaze out at the wheel planet and love arabesqu of san francisco busy is realli the solut to man life in this cold sunless clime
758,like pop in the earbud and listen to music when my feet hit the pavement in transit life look like music video whatev view am hot sauc and mustard junki you ll find dedic row in my fridg have car but prefer to walk to most place if can hike bass lake to the coast is new favorit destin ve been known to go to concert movi dinner by myself if none of my friend want to go out that night have pretti good time still grew up in chicago live in vancouv bc for post colleg educ bay area is where call home now close with my famili have old parent for my age and am the youngest of brother feel veri lucki that we all get along get older chang thing for the better problem is everyon is get older faster tri to be practic with what buy and not pile up too much crap but when get littl more space and perman where live there go to be some serious record buy go on may just start get serious nation geograph stack go hold up well in ani crowd usual but don like bar club where peopl scream direct at your face that what concert are for and glad paid for that wouldn call myself foodi and am not the kind to take pictur of my meal and yelp about it do like what good restaur can do for night with friend and famili have littl culinari adventur have no problem if bourbon just happen to land in my mouth too am onli margin world travel and am look forward to give big fat check off the list some major euro spot in these next year so far onli london scotland canada and trekk across the have been done am right hand but play guitar lefti also am ambidextr when eat know right?!
760,friend laid back free spirit fun ambiti down to earth creativ non judment silli sensual sweet alliter prone loyal proud nerdi cultur curious resili travel holic compuls high five tri anyth onc hopeless romant go with the flow and welcom be taken out of my comfort zone for fun new experi the chick on the danc floor who you just did the run man with despit our be complet stranger someon who can comfort bike to solo brunch or brunch with crowd tabl of friend the person everyon call for advic the stranger you can have deep possibl vulner convers with as if we ve long been friend the driver next to you at red light bumpin wiz khalifa band of hors npr or phil collin don judg me like soft rock girl you can take home to mom or hey just stay home with the bay is home for me just move back after year in ny live in oakland work in the citi look to date meet new peopl and do new thing grab drink at great new bar go rock climb on 2nd date enjoy nice convo over tea with new guy form crush on someon normal never cross path with meet cool new friend mayb even meet my life partner
764,it come up on year now sinc left the east coast with in electr engin to start new job now live in san francisco love it amaz produc weird peopl and cavali attitud toward hedon was born and rais in western central massachusett then went to colleg in boston suburb my parent sit at strang intersect of techi and hippi so bizarr combin of folk concert scienc museum and pet goat made me the way am sometim miss ma and definit feel like have root there but on the whole overjoy to be on this coast and hope to stay put live in the castro and work in tech so meet women is hard hell make friend who aren engin would be great too this profil tend to fluctuat in and out of exist when get frustrat tri to find common ground in contriv self summari so let get coffe drink food in well lit public place and maxim the potenti for awkward blind date stori
774,so terribl at these thing but ll give it shot just recent move out into veri nice hous in san leandro with some friend enjoy live on the east bay thus far and my hous mate kick ass! bit of workahol love my job and my job love me it goe hand in hand suppos live for ride my motorcycl do it as often as possibl my room is alway clean and smell like febreez brush my teeth in the shower eat ramen noodl at least time week listen to few band constant they don ever seem to get old tri to live spontan ll never think twice at the opportun to do someth out of the box random day trip are great! love to travel and to tri new thing feel that the onli way to live life to the fullest is to not put anyth past yourself how can you know if you don like someth if you don jump in and tri it? enjoy go to show lot! if like band go to see them everi chanc get! skydiv is next on my bucket list just realiz after go over my whole profil never includ what exact was look for look for someth real someon whose down to hangout at home or go out with friend someon to spend time with who is funni or at least laugh at my terribl rude and or sarcast joke who laugh at her mistak and confid enough to give herself prop on her accomplish you hopefully!
