,Bios
410,"i'm a renaissance man with a successful hard-working entrepreneurial side and a passion for musical performance and creative expression. i'm distracted by shiny clothes, fresh snow, electronic gadgets, laughter, diving boards, funky rhythms, picturesque views, white sweaters, and bacon. i'm an idealist with the belief that anyone can accomplish anything they want. i love an active healthy lifestyle and i'm looking to continue the journey and create new stories with an adventurous partner.  i am creative, adventurous, and will make you laugh"
411,"i have a love for good food and drinks. red wine, merlot would be my favorite. being computer savvy, i google everything! i love to write in my spare time. being philosophical, i have an open mind, which allows an opportunity to learn new things. watching movies in the comfort of home is my favorite place to watch. i do not like zombie thrillers; they freak me out too much! i love to laugh and prefer to watch comedies. domino or bones are the game of choice. i've got skills! lets play! i love music! hip hop, r&b, soul and country. i enjoy being near and around water; i love a nice beach or lake."
412,"well not to brag! in my eyes im very quiet when meeting new people, but tend to warm up quik once the ice is broken. i am a person with big dreams and a goal setter for myself as far as what i want in life and try very hard to be that somebody and achive the ultimate lifestyle. im a very simple guy, easily pleased, enjoy the small things in life even when i can have the big things. i am a self starter as well as ultimately a finisher in the things that i start. i enjoy my hobbies, love my streetbikes and enjoy lots of other activities. ultimately id just like a person to share all of this with and to come home to at the end of the day. this is me....this is nick  i am determined, optimistic, and achiever"
413,"i measure a person by how she thinks, speaks, acts rather than what she thinks, speaks, does.  so if you suck i can tell."
414,"ok, here's enough info to save us a bunch of emailing and a month of dating. i will lay it right out there exactly who i am and what i want. many men thank me for my clarity and frankness. i apologize for the length, but it's way faster in the long run. my time is precious and perhaps yours is as well. (feel free to skip over the section on books, films, food, etc. or any other section for that matter)  generally speaking, i am very content with myself and my life, yet i miss that special magic that two people can create together; and i really miss sharing the journey through life, and all the little and big ways that a relationship adds to my life.  on first dates, i'm often told that i'm really easy to talk with and very easy to be with. i suppose this is largely because i've grown quite comfortable with myself and who i am. i've worked on myself a lot for over 3 decades, and, while still/always a work-in-progress, i've come a long way in myself and in my life. i'm happy and i enjoy life. also, i have a lot of interests, i listen well and converse easily. i'm very curious about people and mostly non-judgmental.  those that know me describe me as very kind, feminine, extremely sweet, soft yet strong, gentle and firm, very present, calm, grounded, compassionate, lively, passionate, insightful, relaxed, very affectionate, interesting, super bright, curious, funny, multi-talented and creative, nurturing, generous, fun, and spontaneous...... though usually not all in the same sentence. i'm intense at times, but in a good way. men often ask me how it's possible that i'm unattached. those that know me really well would add that i'm wise, exceptionally sensitive, intuitive, and a bit of a sprite. you'll know i'm comfortable with you when you get to experience the sprite in me. :)  i have a huge heart and love full out. hopefully, you do too. that's where the 2heartsdelight happens. you'd need to be ok with being loved completely.  i have a very curious mind. i ask a lot of questions- not all of them aloud. i'm told i ask great questions. and, i don't have a need to always have conversation in the company of another. i'm fine with just being especially once we know each other a bit and are comfortable with each other.  i've developed awfully good communication skills and excellent relationship skills. men in recent years have found me rather remarkable in this way and in other ways too. i hold up my end of a partnership/relationship rather well and can let you have your experience w/o getting reactive and can manage my own experience w/o needing to process it with you. ideally, you're able to do the same. i'm past the point of needing to process a bunch of stuff in relationships. hopefully you are too. we'll process only that which needs to be processed together; the rest we'll each handle on our own. let's enjoy sharing the journey. harmony in relationship is absolutely paramount to me; life is short.  i'm a long time student (over 23 years) of the diamond approach in the ridhwan school and also of yoga. i have very very high integrity. i almost always take the high road- even in the worst of times. i'm iconoclastic, autodidactic, and very self-aware.  i live on the edge or beyond the edge of my comfort zone most of the time: my soul is on some sort of fast track. the rate of growth/transformation can be quite rapid; it's kind of out of my hands. i don't expect you to be like me in this regard, but you should know and understand this and be ok with it. i am not your average bear.  i'm realistic and i'm optimistic. i no longer sweat the small stuff and most things really are small stuff.  i am an independent thinker and think waaaay outside the box. visionary, creative, progressive,.....you get the idea.  my life is very full and fairly well-balanced; and i have plenty of time for the right man. in fact, it's a high priority for me to make time for a great man and create a great relationship together.  my spiritual life is quite significant, but the form is not rigid. i'm happier hiking, gardening, singing kirtan and bhajans, or going to a yoga class (all of those are spiritual for me) than going to church or temple although i can enjoy that too on occasion. my orientation to life is spiritual, has been my entire life and is well-integrated into my being so it's not critical for me to do spiritual things.  i'm quite self-sufficient, but much prefer partnership. i've gone from being super-competent, ultra-independent, feminist, do-everything-myself to being able to kindly ask for help, graciously accept it when it's offered, and be a feminine participant in the relationship. i'm very generous with the many feminine skills i possess. an ideal relationship for me has lots of mutual lavishing. interesting how when there's a lot of lavishing, there are very few issues....... :)  i know how to really accept another unconditionally and appreciate another fully. our chances for a really harmonious relationship increase tremendously if the same is true for you.  while having shared interests is nice, what is more important to me in a partner are kindness, self-acceptance, passion, respect, devotion to the relationship, personal responsibility, generosity, humor, lightness, fun, passion, honesty and openness. i offer all of these too.  i'm really comfortable with my sexuality as well as my libido. i'm also super affectionate and am extremely cuddly. if you are too, this could be delightful.  i'm active physically, love to hike, skate, walk, x/c ski, downhill too, snowshoe, swim, snorkel, love to dance- pretty much any kind of dance. if you'd be willing to take partner dance lessons, i'd be thrilled! i don't do any intense gym workouts, rock climb or do xtreme sports. and i'm not interested in competition.  i also enjoy quiet indoor time reading, writing, movies, sitting in front of the fire, and hanging out together, doing domestic stuff, cooking together, baking alone or together.  i'm told that although i'm quite mature, i have a youthfulness and appearance younger than my years. for this reason (and a few others), i stated my age 3 years younger than actual. people usually don't believe me when i tell them my age. really.  wrt the okc enneagram test, i am an unconventional 9 with an 8 wing; i am not an 8. i'd especially love to hear from men who are well-integrated 6s.  thanks for reading all the way through. i appreciate that it's a lot to read, but i find it saves us both a lot of time if we're really clear, self-revealing and specific."
415,"hopefulromantic was taken and 2hopefulromantic was too long... lost the ""c"". oh well ... where do i start. okay, i am a simple human being, yet with a deep soul, who has a heart of gold and who believes in fairy tales. however, i also believe that the pillars of any successful relationship are understanding, loyalty, honesty, compromise, the will to make things work, communication and respect. i believe in fate too and that people meet for a purpose of higher nature and that there is a reason for everything.  i have waited and continue to wait for my ""dream girl"" and don't mind waiting my whole life for her. i have promised myself to stay single and not to marry for the sake of being married only; i will marry when i fall madly in love with that special woman who will make my heart miss a beat every time i see her or even just think of her. just to clarify, my ""dream girl"" is not a model via the way she looks, because looks alone does not define my ""dream girl"". also, i am not going to make a long list of all the things she should be. if i did that, then i might miss a really good woman. however, for simplicity sake, i would say that i like the woman who is loyal, romantic, sweet, compassionate, sincere, genuine and who honors, nurtures and/or takes care of her mind, body and soul.  by knowing me, you would discover that i am genuine, a true gentleman, compassionate, romantic, loyal and faithful, sensitive, introvert to some degree, humble and down to earth. i dislike with passion those who play games or those who lie and cheat. i am not into one night stand, never was and never will be. watching the rainbow and hearing a laughing child make me happy; they re-enforce my hope in everything good in life. when it comes to dealing with people, i am a strong believer in the saying, treat people as you like to be treated. oh, and i love poetry (write when inspired) and good dark chocolate (with almonds and/or strawberries yet better).  i love walking, enjoy long distance driving and beginning to play tennis once again after a long layoff.  thank you and best of luck to you."
416,
417,
418,
419,"i grew up in berkeley and now i live in san francisco. perhaps as a reaction to growing up in the politically-correct capital of the world, i often make what you could call ""off-color"" jokes. i am a grad student at mills college, where i am tragically in the straight minority. i am an observant jew, which, again, is not a very popular lifestyle in sf. i've been doing yoga and bellydance for over a year, and that generally takes precedence over school work.  do not favorite me, choose me, poke me, hot list me, rate me, etc. if you want me to notice you, man up and send me a message."
420,"i grew up in the east bay, moved to new orleans for college, and promptly moved back to the bay area. i've been living in san francisco for almost 7 years and have loved it every moment.  it's so cliche to cover the bases of contradictions; but i've been having a lot of self-reflection time lately, and i really am a generalist and a centrist in many ways. i actually do try to be all things and everything as much as any one person can. i'm a do-gooder volunteer and a joiner. i'm a leader and a follower. architect by day, security personnel by night. i'm constantly looking to learn new things and am usually on the go, but i also have no problem lounging on the couch watching an entire television series season in one weekend (lately it's been the new doctorwho). i am intense and take myself seriously at work.  i really like cats but they are constantly trying to kill me; dogs too (oh allergies).  i hold friendships forever; you have to do something really awful and unredeemable to lose my friendship. i'm lucky to still live near my parents but i don't see them very often.  i've traveled some, near and far -- last summer i was in eastern europe (germany, italy, hungary and the countries the for a time was known as yugoslavia). i would like to travel so much more and keep a running list of places to go and that list is quite long -- it's a question of money more than it is a question of time or desire. i am well-traveled in the us -- i'm about 75% complete on my goal of seeing all 50 states. i think much more highly of world-travelers if they have also traveled well in their own country. it is important, valuable and worth the expense to travel in the world, but if you don't accept and know what is important and valuable about your own country (especially one as big as the us) what's the point?"
421,"hi! i haven't written an essay yet because i joined okcupid very recently. this space is where i'll express myself soon though. if you'd like to know more about me, please send me a message. [this is the default essay okcupid fills in for new users who haven't written about themselves yet.]  i am relaxed, large-footed, and easily distracted"
422,"i'll be out of the country to england, egypt, oman, the united emirates, and india for the next few months... i wish you all the best and good luck!  i have two tickets to the symphony saturday night... alas, one seat remains empty. should you be interested in a night of adventure, and you have a nice dress. or perhaps its a seat on the sailboat next to me, jibing and tacking, removing the luff from the sail, pushing twixt sails butterflying in a breath of a wind, if you care to join me, then i would love the depth of genuineness in your smile, and the joy of your company."
423,"(i'm on vacation for a month)  i like people of all shapes/sizes/backgrounds. i especially like smart folks who are genuine and speak their mind. i like dill pickles fresh from the barrel, and the smell of puppy-mouth, and the way the earth smells after it rains, and the sound of a freshly-tuned guitar. i like giving massages as much as i like getting them. i like cocktails with big garnishes and little umbrellas, but also appreciate a well crafted beer or rum or bourbon.  i've noticed i usually am exceeding the posted speed limit by about 10 mph on any given day. i own about an equal amount of books and movies. the only sport i'm willing to watch on tv is soccer, preferably in spanish- even tho i can't understand the calls (and i will always root for brazil, there's a story there). i get distracted by shiny things and blinky lights. i like pumpkin curry with brown rice for lunch, and sushi almost anytime.  i can be a little quiet at first, but don't let that fool you, i can also be razor sharp in both wit and perception. sincere, and a good listener; i'm comfortable with silence, but can talk all night long over a good bottle of wine. i like trading life-stories. east coaster by birth, west coaster by choice. i'm a work in progress. i don't believe we should ever stop learning or growing.  i tend to think in both philosophical and concrete terms; i'm a bit contradictory. if life's a stage, then i'm backstage, making sure everything runs smoothly. i have many talents. and an odd sense of humor. in reality, i take care of the sick and the dying. i try to steer those i can towards a path of better health. people are very stubborn animals. the work helps me see the ways we're all connected."
424,socal born and raised with a short trip to the east coast and london before settling here in the bay area for the last 7+ years.
425,"one of my defining qualities is an intense curiosity about the world. i am always learning new things. i love to tinker and create -- through arts and crafts, machines and tools, on computers, and in the kitchen. i'm friendly, energetic, opinionated, and kinda nerdy. my profile picture was taken in a photo shoot for a swimsuit calendar. in it, i am holding a croquet mallet and piloting a tandem. i think that's actually a pretty good snapshot of how i roll.  i am honest, adventurous, and sharp"
426,"i am having difficulty writing about myself, even though my career involves a lot of writing! where to begin... i am sweet but confident, silly but a planner, optimistic but realistic, fun-loving but goal-oriented... and i am looking forward to seeing what life throws my way next!"
427,"i like to figure things out, i tend to be cautious, loyal, but at the same time interested in new experiences. i like to know the rules, but not always follow them. i care a lot about progressive/radical politics, i like to party, dance, and play music, preferably all at the same time. i grew up in a rural area, and often feel a pull to get out of the city to some place greener. yet i have few illusions about small town life, and i love the diversity and range of activities available in oakland. i've traveled a bit, i like to cook, i like to build things. i've lived in a language i didn't (yet) speak and have since forgotten. i've been to college. my politics are generally anti-capitalist, and anti-authoritarian, and feminist but without much dogmatic tone (despite me having mentioned in twice in this summary). i'm currently in a relationship.  i am thoughtful, handy, and a geek"
428,
429,dancing dreaming laughing adventure/wandering nice atmospheres peace new experiences & eating!
430,"that's right, we're 2 fun party guys and yes we are for real! we like bikes n beers and roaming the city. oh and whiskey and food and women. come get down with us and bring a friend. we figured since we're always together ragin it up, we might as well look for 2 gals who wanna do the same!"
431,"i'll update everything soon. figured i'd put a quick descriptionin here for the time being:  fairly laid back, curious individual. deep conversations on the meaning of life are awesome, as long as it's understood that jokes will be made periodically to lighten the mood. i can't help it.  also, i tend to think my jokes are funny. others tend to just close their eyes, sigh, and shake their heads. what can i say, i like puns.  if you're sarcastic, i am intrigued."
432,recently divorced and looking for love. my heart's on the mend but i'm ready for adventure with that special someone (or someones).
433,"i'm not a marxist, i just struggle a lot. lol just kidding i'm totally a marxist. also: pisces sun, libra rising, aries moon. ce que je veux est ce dont j'ai besoin.  last summer i completed and submitted to an academic institution a long-ass document, the researching and writing of which devoured the better part of my twenties and flung me headlong into a quantity of debt so ridiculous that my sole strategy for imagining it without shutting down is to launch myself into a flurry of giggles. now, though, i get to call myself a doctor in spite of the fact that i don't even know cpr. whatyouknowaboutdat??  i've recently capitulated enough to allow myself two uses of what numbers among my most despised, but also most unavoidable, words""hella""per month. that just counted as one.  ...i have a complicated relationship with my gender and sexuality that i don't plan to articulate as a complaint about the restrictiveness of okcupid categories. for me, having more categories at hand would solve little to nothing. nor would it enable me more accurately to describe my relationship to my body, much less my desires for the bodies of others. that said, i definitely understand why richer, more nuanced, and inclusive language is important for other folks' self-articulation and, above all, safety. so please don't read that as a dismissal."
434,"who am i? i'm me, it's hard to describe but it is simple ""i beat to my own drum"". my standards are high, i expect that from the people in my life and from myself. education and knowledge are king to me. whatever else you want to know you just ask. it is that simple..."
435,"hi guys, i am cute, fun and out going. very open minded and spontaneous. also family oriented. love to dance and have a good time! enjoy spanish clubs and family b-b-q's..."
436,"i not sure what to say???i'm new to the dating , and i'm not interested in the bar scene. i'm a loud sicilian general contractor that specializes in technical coating. paying attention to details,wether in conversation,pictures,peoples body language,is very important to me. i can be totally spontaneous when needed,or yet, cautious enough not to get in trouble. i like to think things out before making any purchases or final decisions. classic cars and motorcycles are a favorite, of which i have both. its the rarer things in life i keep a watch for..... such as a beautiful gal , one of a kind type things. anyway....... life is great and i'm out to live at lif es fullest"
437,this is a double date profile to minimize awkwardness. we are good at minimizing awkwardness.
438,"i'm an outgoing midwesterner who likes to burn the candle at both ends. i work hard so i can play harder and am always up for a new challenge or adventure. i love to travel and spend time outside cycling, running, swimming, skiing, golfing, attending sporting events, etc. when i'm not outside i enjoy trying a new restaurant, taking in a concert, or just hanging out at the neighborhood pub."
439,"i love living in oakland. i have been here for 4 years and love the quiet vibe of the place. i also enjoy travelling and hanging with my dog. mixed up in all that is my love of a good restaurant, friends, and wine."
440,"about me, so i'm in my early twenties at this point trying to find my place and purpose in the world. coming from outside of boston, mass. will always be my home but i had to see what cali has to offer. i'm a very easy going, fun and a loving guy that treats others the way i would like to be treated. i manage a restaurant in the marina mostly during the week, on the weekends i'm always getting into something. i love going out but know how to keep it low key at home sometimes too. i stay pretty layed back and try not to let the small things in life get to me, anything else you wanna know just ask.."
441,im a father of one (boy) the mom is still around im here for new friends we have a open relationship n we are looking foe a wifey to rock wit us we jus like to have fun u only live once u no so if its gud wit u cum holla at me.....
442,honest loyal and just a nice guy! every day is new so that is what i think about most. i am just here to check it out have made some nice friends on this site.
443,"i am looking for a serious relationship with a man that is kind, generous, super intelligent, great communicator, extraordinary in every way. i love art, theater, foreign movies, cooking, reading, exercising. i know how to entertain myself, but i want partnership and sharing. "
444,"a nice guy searching for a a nice girl. doesn't sound complicated, does it? if you like honesty, sensitivity, and intellectual discussion, i may be for you."
445,"is a work in progress.  have been living in oakland for a couple years now. originally from chicago. living a few blocks from lake merritt, in adams point."
446,http://www.youtube.com/watch?v=o1kdmnhyobg
447,oh my word... here i am on an online dating site at the tender age of 30 and i'm not too sure how i feel about it. cheers!
448,active lifestyle. avid sports fan. social.
449,"- i am happy, emotionally hardy, and optimistic. i am happiest in nature, dancing or in intimate conversation. - i am an out-of-the-box kind of guy, irreverent, and a bit mischievous. - i have a high iq, eq and fq (fun quotient). i recently was surfing on a beach in kauai where there was no one there (except for me). i also recently came back from the southwest with my iphone 1/2 full of pictures. - i feel fortunate to have studied under buckminster fuller and gregory bateson, two of the most original thinkers of the 20th century. - i eat mostly organic food, including meat. i frequent the farmer's market and the local organic grocer. - i am not perfect and don't expect you to be, either."
450,cowboy bootin' high-heeled falutin' lacy lovely lullabies leather leaning left of center whispers in the night culturally creative innovative compassionate passionate intelligent double dimpled irish eyes full of life full of shite romantic pragmatic enigmatic? soulful dancer simply complex risk taker intuitive evocative strong body warm heart living green street smart
451,"i am a single mother of 3 children, they are my world, they will always come first in my life. they all live with me. ive been single for a long while, had a baby about 3yrs ago..i am physically getting myself back into shape.. i am a very warm hearted person.."
452,"sarcastic internet geek. succinct. have two opposable thumbs and am not afraid to point them at myself.  i leave audio clips of torgo's theme song on people's voicemail as a small token of my affection. if something like that would make your day, you should probably message me.  i also sneak into hotels to play their tragically abandoned grand pianos.  and though i totally support gay rights, i don't think they have a right to completely own the spectrum of color in my nickname. straight people love colors, too!  (bonus points for those who don't need my username explained.)"
453,"whoooaa, been in sf 6yrs, moved from london, love it here and don,t know why it took so long"
454,"hi there,  i am real, nice, honest, fun, hard working, open mind, out going, caring, smart, easy going and good listener........"
455,
456,"my perception of the world is so different, wanna take a peek at biss ?"
457,"i spend most of my free time with friends and family trying new things. lately i've been travelling (dominican republic, grand canyon, brazil, argentina, salt lake city), cooking more, playing soccer, checking out new hikes, and discovering new restaurants and bars.  originally i'm from the east coast. i've moved around a bunch (boston, chicago, ny) and have definitely found a home here in sf."
458,"i am a smart, goofy, active, legislature-dork from colorado. i love to dance, do yoga, be outside (preferably in the ocean surfing or climbing to the top of a mountain). i'm a social butterfly but i also love to just chill at home. i love to laugh, sing, smile at strangers, read, participate in politics, and change the world. i love to travel and can't wait to explore more of the world. i'm a cuddle-bug and love hugs, wrestling, and all out playfulness. i like to think critically about the world and how we can make it better as well as volunteer with local non profits, for political campaigns, and environmental organizations."
459,"""anything that can help you wake up has buddha nature. when i am alone and a bird calls me, i return to myself, i breathe, i smile, and sometimes it calls me once more. i smile and i say to the bird 'i hear already.'"" - thich nhat hanh  i believe that the most important things in life are relationships (family, friends, significant other). money is nice, accomplishments are nice too, fame.... but at the end of the day the only thing that matters is the people in your life. i have a wonderful, loving family. i have an awesome group of friends here in sf and across the country but there is something missing, someone missing.  i have a world of love to give and i am looking for that one special girl to give my heart to. i am not interested in short term dating or casual sex. i am ready to find the love of my life and begin a journey of shared love, commitment, sacrifice and joy. i know this might be a lot to ask of an online dating site and i don't expect every okcupid connection or first date to be ""the one"" but i just thought i'd state how i feel and where i'm at in my life."
460,"we only live once and thats why i live life to the fullest, a reason why i have a bucket list of things i want to do before i die. i am very open. i take opportunities & try new things because i know i have nothing to lose! i've been through a lot in the past, but from the struggles i've been through, i won't be the person i am today. so i'm thankful for the hardships for it taught me to be strong, independent and to not take life for granted. i'm very simple, laid back and goal oriented. each day i try to be a better person than i was yesterday."
461,"i'm from the bay area, went to boulder, co. for college & have been back here in sf for 12 years. i can't imagine leaving this area...except maybe for colorado someday.  i feel like i have moved beyond going out all the time, drinking just to drink. i like to be out & about, but i value quality activities and healthy adventures much more than clubs and hangovers. although they do still find me now & again.  i'm doing a lot, keeping uber-busy, but i can tell you more about that when we meet..."
462,"how does one answer this question without it resembling a college application essay?  so broad. so vague. so full of silent judging.  i'm going to mull this over a bit, but i'll leave you with this odd tidbit: i've never joined facebook and it feels good."
463,"hi y'all i just qualified for the north american bike polo championships in milwaukee 6-8th july as the oldest player and as the lowest ranked team outa 48(coming in at dfl).i'm fecking stoked. team name is karmaggedon. making shirts today . they are buddist monk orange with a big blue mushroom cloud on them.(blue and orange are san franciscos bike polo club colours since i became president a year and a half ago) i'm the only person in our club qualified but with the 2/3 rule my team mate from austin texas (gray 18) agreed to have creamy 24 (from sf) on our team. i am also on the stream team as commentator for the whole event. my handle is machine . we(as a group of 10 dedicated players and technical wizards(excluding me of course)) shall be streaming the whole tournament live to the world on bikepolo.tv and archiving it for bikepolo.tv. check out bikepolo.tv for a sample of what is in store for viewers. i'll let you know on the 6th what time i'll be playing my first match . will likely have 5 games the first day , 5 the second with the hope of getting top 24 for the final day of double elimination. please forward this to anyone you think might give a feck coz i aint got facebook or many contact infos.  machine i am from edinburgh.i finished university and went for a 2 week holiday from which i didn't return for 7 years during which time i visited every continent except antarctica.lived in germany , australia and new zealand. traveled extensively through asia and europe .i then moved to san francisco where i have been having a blast for 13 years .just started checking out the states this year and i am having a fantastic time doing so.my days are always full of life. i have loads to add but would rather talk than type"
464,"i'm athletic, single"
465,a premature silver fox and get asked about it constantly.
466,asian daria that laughs a lot minus the combat boots plus a dash of optimism.
467,"i sleep for those who can't. it is my super power which has been passed down for generations on my father's side. we are also known for our industriousness so when awake i try to waste little time doing things i dislike.  my life started on a dairy farm in the midwest, though some consider wisconsin the north, and i spent the last 10+ years in so and norcal. here is what may be a deal-breaker: someday i may leave this coast as i may be one of the few transplants to ca who still believes there are places outside of this coast wherein it is worth living. just think if more people were like me you would have less traffic.  if you have decided to read on here are some potential deal-makers: my chocolate peanut butter chip cookies are legendary i have backed down from very few challenges my car has a manual transimission my bike has gotten me through 2 metric century rides both modes of transport/fun makers have names i keep my friends fed and entertained and the lifetime i have spent learning has taught me the most important thing -- i know very little."
468,"i'm in my third year of being a californian, before that i was a vermonster and ohioan. california is definitely the best so far. most of the time i've lived here has been in oakland, and the oakland love runs deep. art murmur, free sunday at omca, people-watching at lake merritt, bar-hopping in uptown...all of these are things that i like way too much.  i work for a video advertising company and freelance as a filmmaker/photographer when i can. i enjoy modern design, finding free things, and eating delicious food."
469,"living it up in the city!  seahawk/sounders fan, learning to play guitar, missing my 4x4 & i really want a german shepherd!"
470,
471,"i am interested in meeting men who have done a lot of work on themselves emotionally, professionally and really enjoy life. i am open minded and a free spirit with a high level of integrity and self love. i'm interested to find people who enjoy the journey of evolving."
472,"what would a match for me be like? given that what i'm looking for reveals a great deal about me and qualities that i value (or at least attempt to cultivate) in myself ..let's talk about you.  you're a man comfortable in his own skin, who operates from a place of authenticity acts get old, but you are more interesting than any facade. you're adaptable and flexible yet apply a strong sense of integrity to your interpersonal relationships. you understand that communication is key to mutual understanding and hang in there even when there is conflict. you've got your life together but aren't afraid to make some shifts for the right person. you're open to the possibility of a relationship (note: if you are looking for something not in the context of relationship i think the search tools on this site can help you locate that. it isn't here.)  you're emotionally mature but youthful in outlook....dancing, music, painting, cooking...you enjoy your creative outlets. you're curious about the world, able to entertain lots of ideas, cosmologies and theories without needing to proselytize - most people walk around with their minds all made up....but for you, on some issues the jury is still out.  you consider yourself intelligent, educated, respectful, considerate of others' feelings, a man with good boundaries who can articulate what they are.  you know how to have fun, laugh and step out a little beyond your comfort zone in the spirit of adventure. you're a great storyteller, love entertaining and being entertained.  you are resolved with your past. you won't spend our first date (or first few dates) telling me all about your ex wife, her vocation, favorite cuisine etc. (yes, that should seem obvious but you'd be surprised.) we've all been there - but with you your ex is emotional history and not a current event.  if most of the above resonate with you and you've been reading this nodding, yep, sounds like me... then i'd like to hear from you.  btw: eva is an alias, i just like the name."
473,city rat meets twinkie monkey
474,"i firmly believe people are best described by those closest to them. so rather than try to make myself more appealing, i best leave up to someone else. ...here's what they say: ...(oh and there is an inside joke in there, i'll just put a ** next to it. ...just in case.  his humour only makes sense to interesting people  not only is he inherently fierce, his loyalty is even more so  he has surprised me every year that i have known him but with joy rather than confusion  he has never intentionally hurt me, even when hurt by me  i cannot say i watched him become a man but instead, recognised that he is one  he not only displays fearlessness, he lives it as well  his past commitment to providing ""community service"" to the less desireable, i found quite admirable **  he allows things to be beautiful and they become more so in his describing of them, i would rather listen to him tell me about his experiences than to have watched them from afar, as his eyes see so much more  he acts in truth even when it meant leaving me, or leaving who he understood himself to be  he allows me to be imperfect  he is someone my family loves, admires and protects  he works with psychological and emotional creativity  he makes me feel both worthy and special by sharing his life with me, he is irreplaceable"
475,"hi there! i am an attractive gal in search of a good man. i also love the giants, so message me if you do too! maybe we can go catch a game together!  i am a woman who lives here in san francisco. i love to go for walks. i also love movies and music. i enjoy going to concerts for fun when i can. once in a while, i like to travel.  i would love to meet someone who lives relatively close to the san francisco area. feel free to write me if you like!  i am kind, friendly, and smart."
476,"i'm a swm, 42, born and raised in new orleans, living in san francisco. i graduated from sfsu with a degree in film production and i'm a huge movie geek/cinephile. i have a great sense of humor and i'm a pretty good cook. i'm a nature lover and i lived in yosemite and lake tahoe. i've lived in the bay area for about 15 years, or so, and i love it here!"
477,i make films. i can cook. i try to write.
478,"i have been made of meat for as long as i can remember. i cope with my condition by finding ways to enjoy doing all the things that nature tells me i must do in order to survive and thrive. for example... * some of the most enjoyable social occasions are centered around meals. or bedtime! * i don't mind exercising and brainstorming by myself, but it's also fun to do things like that with people who have similar interests. * i enjoy collaborating with my teammates, interacting with clients, and petting all the dogs that people bring to the office."
479,
480,
481,"i began in suburban pennsylvania, developed a passion for music and theatre throughout grade school. graduated with a b.a. in anthropology.  some adventures include: summers in brooklyn, barcelona, & seattle; an autumn spent ""wwoofing"" at several organic farms up north; a self-supported pacific coast bicycle tour from portland to tijuana; yosemite backpacking!  as for my ""self,"" i am easygoing, open-minded, genuine, and organized; an ""infj"" (ethical intuitive introvert) personality of the myers-briggs type indicator, and a type 9 (peacemaker) of the enneagram, for whatever that's worth... (and so the virgo rears its head ;)"
482,i am terrible at describing myself. the only thing i will say is i am very sarcastic and have a very dry sense of humor. i will enlist my friend philippa to write the rest of this for me eventually.
483,"i've moved around my whole life, so my co worker calls me nomad. i am in love with traveling and hope to see the whole world. i am curiously, sassafras, and sweet. i am also left-handed."
484,+ sf native + night owl + pop culture enthusiast + random adventurer
485,"hi, i live in alameda, work in oakland. i like to collect masks from all over the world. i have a very obscure sense of humor, it can get really silly around me. i am really chill and laid back, shy around new groups of people at first, but open up quickly. i am a house music dj but that's not 100% of my life. it's more of a hobby for some extra cash here and there :) i'm very observant, and enjoy going out and people watching, it can be quite entertaining. i smoke bud, but i'm not a stereotypical stoner, i still get shit done! i also find if funny that dating sites seem really relevant to job hunting, always a lot of leads, but when you send a message your lucky to get even a not hiring response! but all that aside, i'm always told that i'm the cute sweet guy by most of my female friends. this is a blessing and a curse!"
486,i was born in beijing and grew up near boston and new york. after college i worked in finance in tokyo/singapore/hk. i recently moved to sf to launch a startup. i'm looking to meet some interesting people from this site and hopefully we can explore the city together a bit.
487,"the things most important to me are family, friends and living life having as much fun and as many laughs as i can. i love travel and new adventures as well as a night out at your favorite neighborhood bar with good friends! i spent a few years hopping hemispheres for ""work"" and am enjoying having my feet planted in one place for a little while. i am lucky enough to spend all day in wine country working in a job that i love and coming home to sf where everyday brings something random and fun.  i have a lot of fun exploring all of sf's neighborhoods with friends whether walking, running or sitting outside at a bar/cafe. it's awesome living near so many hiking options! i just got into power yoga with some friends and am trying to find a good place to play tennis. tennis anyone?  i am fun, sassy, and driven"
488,"i'm awesome, or so say my friends. i like to think i'm funny, but i'm a little quiet when i first meet people, unless i get nervous and then i talk a lot. once i've known people for awhile, the true awesomeness of my being emerges.  i like biking and being creative and thinking of interesting things to do with my friends rather than go out drinking at a bar, which is not my favorite thing to do. i love yoga and swimming and going to art museums, baseball games and the zoo, where my favorite animals are the snakes and spiders.  i have typed google into google, and it did not break the internet."
489,i never imagined i'd do something like this.
490,"i am sort of a sensitive guy, very calm and relaxed. i'm very passionate about music, art, literature, and a slew of academic subjects as well. i like to have fun, am charming, and have a good sense of humor."
